tmdb_id,title,release_date,year,original_language,runtime,genres,budget,revenue,popularity,vote_average,vote_count,director,top_actors,overview,success_label,success_reason
808,Shrek,2001-05-18,2001,en,90,"Animation, Comedy, Fantasy, Adventure, Family",60000000,488628188,23.9509,7.752,18052,Andrew Adamson,"Mike Myers, Eddie Murphy, Cameron Diaz","It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",Blockbuster,"Revenue >= 2x budget (488628188 >= 120000000), strong user ratings"
1064213,Anora,2024-10-14,2024,en,139,"Drama, Comedy, Romance",6000000,56286295,21.4717,7.054,2685,Sean Baker,"Mikey Madison, Mark Eydelshteyn, Yura Borisov","A young sex worker from Brooklyn gets her chance at a Cinderella story when she meets and impulsively marries the son of an oligarch. Once the news reaches Russia, her fairytale is threatened as his parents set out to get the marriage annulled.",Blockbuster,"Revenue >= 2x budget (56286295 >= 12000000), strong user ratings"
1124620,The Monkey,2025-02-14,2025,en,97,"Horror, Comedy",10000000,68871071,22.2112,5.966,1051,Osgood Perkins,"Theo James, Tatiana Maslany, Christian Convery","When twin brothers find a mysterious wind-up monkey, a series of outrageous deaths tear their family apart. Twenty-five years later, the monkey begins a new killing spree forcing the estranged brothers to confront the cursed toy.",Moderate,At least broke even or decent ratings
862,Toy Story,1995-11-22,1995,en,81,"Family, Comedy, Animation, Adventure",30000000,394436586,22.5109,7.97,19231,John Lasseter,"Tom Hanks, Tim Allen, Don Rickles","Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",Blockbuster,"Revenue >= 2x budget (394436586 >= 60000000), strong user ratings"
1106289,The Pickup,2025-07-27,2025,en,94,"Action, Comedy, Crime",0,0,20.7537,6.437,388,Tim Story,"Eddie Murphy, Pete Davidson, Keke Palmer",A routine cash pickup takes a wild turn when mismatched armored truck drivers Russell and Travis are ambushed by ruthless criminals led by savvy mastermind Zoe.,Average/Positive,Decent user score (no financials)
436969,The Suicide Squad,2021-07-28,2021,en,132,"Action, Comedy, Adventure",185000000,168717425,23.8485,7.479,9200,James Gunn,"Margot Robbie, Idris Elba, John Cena","Supervillains Harley Quinn, Bloodsport, Peacemaker and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.",Moderate,At least broke even or decent ratings
845781,Red One,2024-10-31,2024,en,124,"Action, Comedy, Fantasy",250000000,185700759,20.8901,7.038,2693,Jake Kasdan,"Dwayne Johnson, Chris Evans, Lucy Liu","After Santa Claus (codename: Red One) is kidnapped, the North Pole's Head of Security must team up with the world's most infamous tracker in a globe-trotting, action-packed mission to save Christmas.",Moderate,At least broke even or decent ratings
1086548,Vera and the Pleasure of Others,2024-09-26,2024,es,104,"Comedy, Drama",0,0,20.9632,6.393,42,Federico Actis,"Luciana Grasso, Inés Estévez, David Zoela","Seventeen-year-old Vera earns money by secretly renting out an apartment to teenagers seeking privacy, all while eavesdropping from behind a closed door. As she listens, her own desires awaken.",Average/Positive,Decent user score (no financials)
496243,Parasite,2019-05-30,2019,ko,133,"Comedy, Thriller, Drama",11363000,257591776,22.2878,8.498,19611,Bong Joon Ho,"Song Kang-ho, Lee Sun-kyun, Cho Yeo-jeong","All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.",Blockbuster,"Revenue >= 2x budget (257591776 >= 22726000), strong user ratings"
507244,Afterburn,2025-08-20,2025,en,105,"Science Fiction, Action, Comedy",60000000,184758,22.0421,6.182,45,J.J. Perry,"Dave Bautista, Olga Kurylenko, Kristofer Hivju","Set against the backdrop of a postapocalyptic Earth whose Eastern Hemisphere was destroyed by a massive solar flare, leaving what life remains mutated from radiation and fallout. The story revolves around a group of treasure hunters who extract such objects as the Mona Lisa, the Rosetta Stone and the Crown Jewels while facing rival hunters, mutants and pirates.",Moderate,At least broke even or decent ratings
1319895,Hostile Takeover,2025-08-08,2025,en,89,"Action, Comedy, Thriller",0,0,19.2141,7.3,30,Michael Hamilton-Wright,"Michael Jai White, Aimee Stolte, Dawn Olivieri","Follows Pete, a professional hitman, as he faces a group of assassins after the boss of a crime syndicate suspects disloyalty due to his attendance at Workaholics Anonymous meetings.",Average/Positive,Decent user score (no financials)
177572,Big Hero 6,2014-10-24,2014,en,102,"Adventure, Family, Animation, Action, Comedy",165000000,657870525,21.1616,7.726,16143,Chris Williams,"Scott Adsit, Ryan Potter, Daniel Henney","A special bond develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",Blockbuster,"Revenue >= 2x budget (657870525 >= 330000000), strong user ratings"
346698,Barbie,2023-07-19,2023,en,114,"Comedy, Adventure",145000000,1445638421,19.0723,6.952,10398,Greta Gerwig,"Margot Robbie, Ryan Gosling, America Ferrera","Barbie and Ken are having the time of their lives in the colorful and seemingly perfect world of Barbie Land. However, when they get a chance to go to the real world, they soon discover the joys and perils of living among humans.",Hit,Revenue >= 1.2x budget and decent ratings
1064307,Spermageddon,2025-02-21,2025,no,80,"Animation, Adventure, Fantasy, Comedy",3000000,1333332,18.305,6.429,91,Tommy Wirkola,"Christian Mikkelsen, Nasrin Khusrawi, Aksel Hennie","Two narrative threads: one is an emerging love story between awkward teens Jens and Lisa, who are having sex for the first time; the other, an eventful quest of Simon the Semen and his friends to reach the golden goal, the Egg.",Moderate,At least broke even or decent ratings
273477,Scouts Guide to the Zombie Apocalypse,2015-10-23,2015,en,93,"Comedy, Horror",15000000,14900000,18.1089,6.554,2023,Christopher Landon,"Tye Sheridan, Sarah Dumont, Logan Miller","Three scouts and lifelong friends join forces with one badass cocktail waitress to become the world’s most unlikely team of heroes.  When their peaceful town is ravaged by a zombie invasion, they’ll fight for the badge of a lifetime and put their scouting skills to the test to save mankind from the undead.",Moderate,At least broke even or decent ratings
648878,Eddington,2025-07-16,2025,en,149,"Western, Comedy, Crime",25000000,12912723,17.2627,6.509,383,Ari Aster,"Joaquin Phoenix, Deirdre O'Connell, Emma Stone","In May of 2020, a standoff between a small-town sheriff and mayor sparks a powder keg as neighbor is pitted against neighbor in Eddington, New Mexico.",Moderate,At least broke even or decent ratings
843527,The Idea of You,2024-05-02,2024,en,116,"Romance, Drama, Comedy",0,36178,17.6729,7.342,1783,Michael Showalter,"Anne Hathaway, Nicholas Galitzine, Ella Rubin","40-year-old single mom Solène begins an unexpected romance with 24-year-old Hayes Campbell, the lead singer of August Moon, the hottest boy band on the planet. As they begin a whirlwind romance, it isn't long before Hayes' superstar status poses unavoidable challenges to their relationship, and Solène soon discovers that life in the glare of his spotlight might be more than she bargained for.",Critically Good,High user score & significant votes (no financials)
680,Pulp Fiction,1994-09-10,1994,en,154,"Thriller, Crime, Comedy",8000000,213928762,19.2231,8.487,29191,Quentin Tarantino,"John Travolta, Samuel L. Jackson, Uma Thurman","A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",Blockbuster,"Revenue >= 2x budget (213928762 >= 16000000), strong user ratings"
98566,Teenage Mutant Ninja Turtles,2014-08-07,2014,en,101,"Science Fiction, Action, Adventure, Comedy",125000000,485004754,18.094,5.923,7008,Jonathan Liebesman,"Pete Ploszek, Alan Ritchson, Jeremy Howard","When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.",Moderate,At least broke even or decent ratings
930094,"Red, White & Royal Blue",2023-07-27,2023,en,121,"Comedy, Romance",0,0,16.8125,7.957,1442,Matthew López,"Taylor Zakhar Perez, Nicholas Galitzine, Uma Thurman","After an altercation between Alex, the president's son, and Britain's Prince Henry at a royal event becomes tabloid fodder, their long-running feud now threatens to drive a wedge in U.S./British relations. When the rivals are forced into a staged truce, their icy relationship begins to thaw and the friction between them sparks something deeper than they ever expected.",Critically Good,High user score & significant votes (no financials)
2062,Ratatouille,2007-06-28,2007,en,111,"Animation, Comedy, Family, Fantasy",150000000,623726000,18.3398,7.832,17861,Brad Bird,"Patton Oswalt, Ian Holm, Lou Romano","Remy, a resident of Paris, appreciates good food and has quite a sophisticated palate. He would love to become a chef so he can create and enjoy culinary masterpieces to his heart's delight. The only problem is, Remy is a rat. When he winds up in the sewer beneath one of Paris' finest restaurants, the rodent gourmet finds himself ideally placed to realize his dream.",Blockbuster,"Revenue >= 2x budget (623726000 >= 300000000), strong user ratings"
18785,The Hangover,2009-06-02,2009,en,100,Comedy,35000000,469310836,18.3333,7.328,17560,Todd Phillips,"Bradley Cooper, Ed Helms, Zach Galifianakis","When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time.",Blockbuster,"Revenue >= 2x budget (469310836 >= 70000000), strong user ratings"
585,"Monsters, Inc.",2001-11-01,2001,en,92,"Animation, Comedy, Family",115000000,579700000,18.5089,7.846,19185,Pete Docter,"John Goodman, Billy Crystal, Mary Gibbs","Lovable Sulley and his wisecracking sidekick Mike Wazowski are the top scare team at Monsters, Inc., the scream-processing factory in Monstropolis. When a little girl named Boo wanders into their world, it's the monsters who are scared silly, and it's up to Sulley and Mike to keep her out of sight and get her back home.",Blockbuster,"Revenue >= 2x budget (579700000 >= 230000000), strong user ratings"
4247,Scary Movie,2000-07-07,2000,en,88,Comedy,19000000,278019771,18.3304,6.378,7350,Keenen Ivory Wayans,"Anna Faris, Jon Abrahams, Marlon Wayans","A familiar-looking group of teenagers find themselves being stalked by a more-than-vaguely recognizable masked killer! As the victims begin to pile up and the laughs pile on, none of your favorite scary movies escape the razor-sharp satire of this outrageously funny parody!",Hit,Revenue >= 1.2x budget and decent ratings
425,Ice Age,2002-03-14,2002,en,81,"Animation, Comedy, Family, Adventure",59000000,383257136,18.7712,7.365,13858,Chris Wedge,"Ray Romano, John Leguizamo, Denis Leary","With the impending ice age almost upon them, a mismatched trio of prehistoric critters – Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth – find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims.",Blockbuster,"Revenue >= 2x budget (383257136 >= 118000000), strong user ratings"
573435,Bad Boys: Ride or Die,2024-06-05,2024,en,115,"Action, Comedy, Crime, Thriller, Adventure",100000000,404547819,17.9899,7.352,3086,Adil El Arbi,"Will Smith, Martin Lawrence, Vanessa Hudgens","After their late former Captain is framed, Lowrey and Burnett try to clear his name, only to end up on the run themselves.",Blockbuster,"Revenue >= 2x budget (404547819 >= 200000000), strong user ratings"
